time,SSID,mac_addr,signal_str
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:3a:82:be,-74
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:3e:3f:fe,-80
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:3a:82:b1,-87
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:3c:47:0e,-54
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:25:40:41,-79
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:3c:47:01,-57
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:1d:f1:0e,-61
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:25:40:4e,-79
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:1d:f1:3e,-48
2019-05-10 08:29:32,NTUSECURE,a8:9d:21:1d:f1:01,-72
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:3a:82:be,-74
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:3e:3f:fe,-80
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:3a:82:b1,-88
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:3c:47:0e,-52
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:25:40:41,-79
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:3c:47:01,-59
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:1d:f1:0e,-61
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:25:40:4e,-79
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:1d:f1:3e,-49
2019-05-10 08:29:35,NTUSECURE,a8:9d:21:1d:f1:01,-74
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3a:82:be,-74
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3e:3f:fe,-80
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3a:82:b1,-87
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3c:47:0e,-55
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:25:40:41,-80
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3c:47:01,-58
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:1d:f1:0e,-60
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:25:40:4e,-79
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:1d:f1:3e,-50
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:1d:f1:01,-73
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:1d:f1:31,-66
2019-05-10 08:29:38,NTUSECURE,a8:9d:21:3e:3f:f1,-82
2019-05-10 08:29:38,NTUSECURE,d8:b1:90:1c:45:e1,-89
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:3e:3f:fe,-80
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:3a:82:b1,-89
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:3c:47:0e,-53
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:25:40:41,-81
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:3c:47:01,-56
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:1d:f1:0e,-60
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:1d:f1:3e,-52
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:1d:f1:01,-71
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:1d:f1:31,-70
2019-05-10 08:29:41,NTUSECURE,a8:9d:21:3e:3f:f1,-80
2019-05-10 08:29:41,NTUSECURE,d8:b1:90:1c:45:e1,-89
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:3e:3f:fe,-81
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:3a:82:b1,-89
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:3c:47:0e,-52
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:25:40:41,-80
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:3c:47:01,-56
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:1d:f1:0e,-59
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:1d:f1:3e,-54
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:1d:f1:01,-73
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:1d:f1:31,-71
2019-05-10 08:29:44,NTUSECURE,a8:9d:21:3e:3f:f1,-82
2019-05-10 08:29:44,NTUSECURE,d8:b1:90:1c:45:e1,-90
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3e:3f:fe,-81
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3a:82:b1,-88
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3c:47:0e,-51
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:25:40:41,-83
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3c:47:01,-57
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:1d:f1:0e,-59
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:1d:f1:3e,-54
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:1d:f1:01,-74
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:1d:f1:31,-71
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3e:3f:f1,-82
2019-05-10 08:29:47,NTUSECURE,d8:b1:90:1c:45:e1,-87
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:3a:82:be,-77
2019-05-10 08:29:47,NTUSECURE,a8:9d:21:24:ca:61,-89
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3e:3f:fe,-79
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3a:82:b1,-88
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3c:47:0e,-52
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:25:40:41,-81
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3c:47:01,-56
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:1d:f1:0e,-59
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:1d:f1:3e,-57
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:1d:f1:01,-70
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:1d:f1:31,-71
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3e:3f:f1,-85
2019-05-10 08:29:50,NTUSECURE,d8:b1:90:1c:45:e1,-87
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:3a:82:be,-79
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:24:ca:61,-90
2019-05-10 08:29:50,NTUSECURE,a8:9d:21:25:40:4e,-82
2019-05-10 08:29:53,NTUSECURE,a8:9d:21:3e:3f:fe,-79
2019-05-10 08:29:53,NTUSECURE,a8:9d:21:3a:82:b1,-89
